# timestamp tx ty tz qx qy qz qw
1766983288.599821 -366.048492 -174.698624 73.525421 0.095022 -0.821378 -0.096554 -0.554064
1766983288.699911 -366.625885 -172.672714 73.502533 0.090444 -0.822975 -0.091564 -0.553306
1766983288.799989 -367.152435 -170.645859 73.465187 0.084678 -0.822297 -0.087409 -0.555893
1766983288.899826 -367.668274 -168.637299 73.426537 0.078255 -0.821484 -0.084016 -0.558553
1766983288.999901 -368.164154 -166.595901 73.394058 0.070749 -0.825671 -0.080890 -0.553822
1766983289.099990 -368.652924 -164.549484 73.384750 0.061463 -0.834899 -0.076671 -0.541559
1766983289.199830 -369.091492 -162.502335 73.376633 0.054864 -0.836866 -0.073037 -0.539732
1766983289.299916 -369.476562 -160.415222 73.374435 0.048624 -0.832958 -0.069476 -0.546800
1766983289.399892 -369.825012 -158.352600 73.382477 -0.041475 0.829531 0.065480 0.553055
1766983289.499982 -370.149170 -156.264801 73.403046 -0.032530 0.829131 0.063055 0.554534
1766983289.599820 -370.402283 -154.199707 73.437187 -0.022731 0.828283 0.060018 0.556623
1766983289.699908 -370.600830 -152.091904 73.475609 -0.014509 0.828185 0.055245 0.557537
1766983289.799876 -370.816132 -150.004974 73.524490 -0.007332 0.829590 0.049422 0.556133
1766983289.899958 -370.986847 -147.893799 73.587311 0.000527 0.829048 0.043509 0.557483
1766983289.999790 -371.134491 -145.773041 73.676605 0.006810 0.828938 0.037385 0.558048
1766983290.099885 -371.236877 -143.660294 73.774231 0.012469 0.829118 0.030799 0.558085
1766983290.199985 -371.288330 -141.548660 73.868614 0.017269 0.828442 0.023536 0.559314
1766983290.299822 -371.319702 -139.468155 73.967308 0.022537 0.826353 0.016805 0.562450
1766983290.399932 -371.301514 -137.388535 74.065483 0.028966 0.826200 0.011916 0.562506
1766983290.499778 -371.251099 -135.332138 74.148689 0.034303 0.824649 0.006226 0.564569
1766983290.599994 -371.185150 -133.250214 74.238823 0.039486 0.823737 -0.000426 0.565595
1766983290.699836 -371.091248 -131.177963 74.327736 0.044121 0.824980 -0.007051 0.563394
1766983290.799924 -370.971466 -129.109482 74.403519 0.049847 0.823788 -0.012504 0.564564
1766983290.899894 -370.820679 -127.031136 74.467621 0.056406 0.819584 -0.017979 0.569893
1766983290.999984 -370.652374 -124.949066 74.529671 0.061479 0.816317 -0.024263 0.573810
1766983291.099829 -370.445801 -122.868286 74.582840 0.065896 0.816203 -0.029625 0.573230
1766983291.199912 -370.176788 -120.820114 74.632286 0.070219 0.818098 -0.035272 0.569685
1766983291.299998 -369.905396 -118.782219 74.675278 0.075563 0.822016 -0.039001 0.563080
1766983291.399842 -369.621216 -116.739143 74.707191 0.081833 0.827472 -0.039578 0.554100
1766983291.499922 -369.281891 -114.721497 74.732513 0.087814 0.828632 -0.041085 0.551335
1766983291.599998 -368.903931 -112.689224 74.773491 0.090668 0.828687 -0.046296 0.550376
1766983291.699835 -368.531372 -110.703384 74.828285 0.091533 0.828869 -0.051707 0.549477
1766983291.799916 -368.111389 -108.750244 74.883919 0.094467 0.828915 -0.055765 0.548512
1766983291.899885 -367.625488 -106.767097 74.926590 0.098481 0.827314 -0.060167 0.549758
1766983291.999978 -367.099823 -104.753853 74.970566 0.101621 0.823269 -0.064179 0.554781
1766983292.099809 -366.560577 -102.737671 75.010704 0.104979 0.818451 -0.068723 0.560708
1766983292.199902 -365.988129 -100.808144 75.031235 0.110095 0.815308 -0.072542 0.563816
1766983292.299997 -365.400360 -98.894485 75.037514 0.115482 0.814707 -0.076168 0.563129
1766983292.399835 -364.803345 -96.993187 75.029114 0.120657 0.813550 -0.081134 0.563023
1766983292.499931 -364.207153 -95.084648 75.015213 0.124951 0.812523 -0.086416 0.562784
1766983292.599891 -363.577240 -93.163795 75.021591 -0.130097 -0.813692 0.092677 -0.558920
1766983292.699979 -362.878296 -91.244362 75.018646 -0.135514 -0.814601 0.098862 -0.555236
1766983292.799803 -362.150299 -89.339233 74.983910 -0.145898 -0.815929 0.103123 -0.549854
